ID,gender,age,annual_income (*1000$),spending_score (1-100),family_size,family_annual_income,spent_by_categories(1-10),state,job_title
9860,Male,72,107,70,3,137,6,Nebraska,Service Supervisor
9861,Male,46,124,54,5,118,8,New Jersey,Assistant Buyer
9862,Male,39,51,38,3,76,7,North Carolina,Service Supervisor
9863,Male,17,93,93,6,100,7,New Jersey,Operator
9864,Male,50,114,13,4,91,8,Louisiana,Business Broker
9865,Male,28,81,87,6,119,7,New Hampshire,Baker
9866,Male,56,125,78,2,54,8,Massachusetts,Machine Operator
9867,Male,27,116,92,5,130,5,Connecticut,HR Coordinator
9868,Male,76,119,24,2,136,5,New Jersey,Pharmacist
9869,Male,39,64,63,6,53,6,Texas,Banker
9870,Male,71,41,67,6,166,4,New York,Associate Professor
9871,Male,58,80,30,6,176,7,South Carolina,Treasurer
9872,Male,27,119,37,5,101,8,Kansas,Business Broker
9873,Male,49,43,40,5,116,9,New York,Front Desk Coordinator
9874,Male,17,77,68,3,182,9,North Carolina,Stockbroker
9875,Male,71,55,35,6,85,9,New Jersey,Inspector
9876,Male,25,73,53,3,110,6,North Dakota,Software Engineer
9877,Male,53,67,58,3,116,7,New York,Food Technologist
9878,Male,71,69,13,4,63,3,Kentucky,Chef Manager
9879,Male,29,55,79,3,67,6,New York,Design Engineer
9880,Male,68,66,44,6,142,5,West Virginia,Pharmacist
9881,Male,66,100,14,2,63,8,Arizona,Laboratory Technician
9882,Male,70,95,24,6,161,4,New York,Baker
9883,Male,68,114,2,4,137,5,Nevada,Designer
9884,Male,61,98,84,6,144,5,North Dakota,Bookkeeper
9885,Male,37,106,6,6,118,2,California,Clerk
9886,Male,18,55,80,5,145,9,South Dakota,Executive Director
9887,Male,71,44,34,5,106,2,Texas,Front Desk Coordinator
9888,Male,34,104,23,6,124,1,Maryland,Restaurant Manager
9889,Male,45,66,1,4,121,5,Nebraska,Doctor
9890,Male,69,71,32,4,113,3,New York,Cashier
9891,Male,44,104,35,6,188,3,North Carolina,Inspector
9892,Male,28,83,68,2,63,5,California,Service Supervisor
9893,Male,39,84,13,4,108,9,Illinois,Call Center Representative
9894,Male,58,78,65,5,186,7,Massachusetts,Steward
9895,Male,48,116,8,5,119,4,South Dakota,Accountant
9896,Male,25,86,8,4,177,9,Texas,Service Supervisor
9897,Male,73,67,51,6,178,7,Nebraska,Project Manager
9898,Male,53,129,34,2,104,5,New Mexico,Staffing Consultant
9899,Male,31,42,12,4,70,2,Illinois,Business Broker
9900,Male,24,44,57,4,91,2,Delaware,Doctor
9901,Male,48,94,27,2,93,2,Kansas,Project Manager
9902,Male,45,44,79,4,167,8,Utah,Food Technologist
9903,Male,38,102,25,6,82,5,Illinois,Banker
9904,Male,28,56,74,3,128,6,Louisiana,Inspector
9905,Male,75,67,87,3,132,1,Arizona,Designer
9906,Male,76,66,47,6,105,8,New Hampshire,Cashier
9907,Male,64,57,28,6,78,3,Texas,Budget Analyst
9908,Male,18,59,72,5,166,1,Louisiana,Service Supervisor
9909,Male,30,55,35,3,87,8,Kentucky,Service Supervisor
9910,Male,31,81,1,4,79,7,Oregon,Banker
9911,Male,61,101,29,3,108,7,Idaho,Global Logistics Supervisor
9912,Male,17,82,85,5,133,6,Alabama,Food Technologist
9913,Male,48,78,64,2,186,5,Virginia,Design Engineer
9914,Male,77,115,63,2,115,5,Nevada,HR Specialist
9915,Male,35,129,72,4,152,7,Texas,Associate Professor
9916,Male,69,40,20,6,164,3,Connecticut,Designer
9917,Male,43,55,18,6,105,2,Florida,Operator
9918,Male,56,116,10,2,54,5,New Jersey,Restaurant Manager
9920,Male,47,105,59,2,69,1,Mississippi,Bookkeeper
9921,Male,72,106,89,5,52,9,Massachusetts,Project Manager
9922,Male,51,118,73,2,174,4,South Carolina,Healthcare Specialist
9923,Male,49,40,55,2,130,9,Washington,Dentist
9924,Male,61,122,2,6,96,2,North Dakota,Insurance Broker
9925,Male,77,90,87,6,138,6,Ohio,Physician
9926,Male,40,85,7,5,55,8,New York,Operator
9927,Male,63,118,2,6,130,6,Alabama,Loan Officer
9928,Male,39,125,35,4,120,9,Minnesota,Production Painter
9929,Male,74,108,87,3,127,2,Florida,Design Engineer
9930,Male,18,55,53,6,126,1,Idaho,Food Technologist
9932,Male,61,88,35,3,77,9,Massachusetts,Electrician
9933,Male,66,84,12,3,139,2,Illinois,Clerk
9934,Male,39,48,20,4,78,8,Minnesota,IT Support Staff
9935,Male,17,55,17,5,156,5,Florida,Accountant
9936,Male,24,120,58,2,75,3,Hawaii,Healthcare Specialist
9937,Male,18,91,71,5,150,6,Pennsylvania,Service Supervisor
9938,Male,69,82,64,3,102,6,Pennsylvania,Ambulatory Nurse
9939,Male,34,40,90,3,89,5,Georgia,Web Developer
9940,Male,76,116,59,6,61,4,Florida,Health Educator
9941,Male,24,128,27,3,150,6,Washington,Design Engineer
9942,Male,72,85,64,5,173,9,Colorado,Health Educator
9943,Male,19,49,51,2,99,9,Alabama,Operator
9944,Male,23,124,35,4,54,3,Louisiana,Biologist
9945,Male,30,52,51,5,60,4,Kansas,Banker
9947,Male,63,71,14,5,116,9,New York,Investment  Advisor
9949,Male,66,123,86,2,74,1,Connecticut,Production Painter
9950,Male,70,91,62,6,174,8,Connecticut,Stockbroker
9951,Male,32,123,27,3,173,7,Virginia,Pharmacist
9952,Male,38,98,15,2,181,8,Florida,Bellman
9953,Male,74,88,90,5,148,6,Pennsylvania,Auditor
9954,Male,68,111,49,6,143,8,Colorado,Cook
9955,Male,67,127,81,2,146,2,Indiana,Production Painter
9957,Male,41,68,9,4,108,5,California,Associate Professor
9958,Male,26,124,75,2,132,9,South Carolina,HR Coordinator
9959,Male,26,106,90,6,160,8,Georgia,Biologist
9960,Male,71,129,81,6,52,5,New York,Healthcare Specialist
9961,Male,18,53,21,6,176,4,Utah,Business Broker
9962,Male,78,43,68,2,67,6,Illinois,Web Developer
9963,Male,17,84,48,4,80,2,California,Operator
9964,Male,20,76,24,6,115,9,Georgia,Dentist
9965,Male,54,74,32,4,187,8,Arizona,Executive Director
9966,Male,20,100,45,2,67,5,New Jersey,Treasurer
9967,Male,37,70,92,2,74,5,Nebraska,Auditor
9968,Male,23,65,19,4,183,6,Kansas,HR Specialist
9969,Male,72,73,1,5,57,4,Ohio,Designer
9970,Male,33,104,39,3,54,3,New Mexico,Restaurant Manager
9971,Male,75,68,92,5,84,7,New York,Bellman
9972,Male,37,100,35,3,166,9,New Hampshire,Designer
9973,Male,52,98,21,5,173,4,Nevada,Loan Officer
9975,Male,71,124,6,2,135,6,Pennsylvania,Restaurant Manager
9976,Male,71,60,2,4,170,3,Minnesota,Retail Trainee
9977,Male,69,89,57,4,102,3,Connecticut,Baker
9978,Male,47,40,59,6,176,6,West Virginia,Bellman
9979,Male,18,106,47,3,166,8,Connecticut,Business Broker
9980,Male,41,55,48,5,112,3,Pennsylvania,Call Center Representative
9981,Male,50,128,36,2,131,8,Colorado,Restaurant Manager
9982,Male,58,45,5,4,164,1,North Dakota,Investment  Advisor
9983,Male,33,121,22,4,174,3,Michigan,Loan Officer
9984,Male,34,126,21,6,155,1,Illinois,Front Desk Coordinator
9985,Male,30,117,45,6,123,3,New York,HR Specialist
9986,Male,30,43,7,3,55,6,Texas,Systems Administrator
9987,Male,33,103,70,2,181,7,New York,Web Developer
9988,Male,60,103,47,4,88,4,New Mexico,Cashier
9989,Male,23,86,4,2,102,2,New York,HR Coordinator
9990,Male,33,91,10,4,153,5,Minnesota,Chef Manager
9991,Male,41,127,23,2,140,5,Texas,Staffing Consultant
9992,Male,28,77,68,5,77,7,New Jersey,Electrician
9995,Male,54,72,79,3,176,8,Alabama,Audiologist
9996,Male,67,78,70,3,187,4,West Virginia,Lecturer
9997,Male,72,88,63,3,95,2,Missouri,IT Support Staff
9998,Male,42,107,24,6,69,4,New York,Fabricator
9999,Male,30,52,70,6,181,8,Iowa,Business Broker
10000,Male,49,103,28,6,184,1,Kentucky,Mobile Developer
10001,Male,62,74,91,3,132,1,Utah,Auditor
10002,Male,30,79,79,6,92,7,Nebraska,Stockbroker
10004,Male,60,95,23,2,178,8,Utah,Staffing Consultant
10005,Male,55,70,94,5,130,1,New York,Cashier
10006,Male,30,120,18,4,164,7,Virginia,Healthcare Specialist
10007,Male,52,116,4,2,167,6,Washington,Systems Administrator
10008,Male,47,65,55,4,171,5,Texas,Audiologist
10009,Male,67,50,72,5,168,8,New Mexico,Treasurer
10010,Male,52,123,73,3,93,7,Delaware,Banker
10011,Male,68,43,23,2,155,9,Texas,Assistant Buyer
10012,Male,61,111,16,3,59,4,California,Health Educator
10013,Male,24,74,54,6,175,6,Michigan,Retail Trainee
10014,Male,28,41,51,2,136,7,Hawaii,Call Center Representative
10015,Male,47,105,24,6,116,7,Maryland,Staffing Consultant
10016,Male,58,122,71,6,168,4,Georgia,Design Engineer
10017,Male,38,45,51,4,64,6,Arizona,Bellman
10018,Male,46,77,51,3,126,4,New York,Biologist
10019,Male,66,41,83,3,110,3,Texas,Software Engineer
10020,Male,29,90,40,5,131,4,Utah,Systems Administrator
10021,Male,47,104,77,6,106,3,Illinois,Staffing Consultant
10022,Male,32,119,88,2,106,3,Washington,Associate Professor
10023,Male,37,93,71,4,68,9,Connecticut,Operator
10024,Male,26,69,73,4,139,1,Virginia,HR Coordinator
10025,Male,71,112,32,6,180,3,Colorado,Accountant
10026,Male,25,127,72,2,117,8,North Carolina,Accountant
10027,Male,28,87,76,2,91,9,Missouri,Accountant
10028,Male,18,67,33,6,182,5,Arizona,Loan Officer
10029,Male,31,100,52,4,54,2,West Virginia,Global Logistics Supervisor
10030,Male,20,123,1,3,189,3,Texas,Restaurant Manager
10031,Male,28,66,82,6,87,8,Tennessee,Loan Officer
10032,Male,54,41,74,2,88,5,Texas,Health Educator
10033,Male,33,70,20,5,87,1,Delaware,Inspector
10034,Male,47,46,37,4,135,9,Nebraska,Clerk
10035,Male,52,100,61,2,72,1,California,Banker
10036,Male,36,93,94,4,156,8,Minnesota,Restaurant Manager
10037,Male,45,98,8,4,114,5,New Jersey,Healthcare Specialist
10038,Male,59,76,25,6,121,6,Kentucky,Project Manager
10039,Male,76,73,78,3,92,9,Minnesota,Banker
10040,Male,65,98,82,6,156,9,West Virginia,Designer
10041,Male,36,118,44,5,161,8,Pennsylvania,Pharmacist
10042,Male,21,42,56,4,79,1,Florida,Assistant Buyer
10043,Male,38,106,49,5,129,1,Idaho,Investment  Advisor
10044,Male,77,88,32,6,181,1,Massachusetts,Project Manager
10045,Male,49,40,94,4,147,7,North Dakota,Health Educator
10046,Male,19,120,93,2,94,6,Pennsylvania,Insurance Broker
10047,Male,36,44,83,3,76,5,Texas,Executive Director
10048,Male,23,111,15,5,56,3,Maryland,Loan Officer
10049,Male,75,50,44,4,125,1,Idaho,Web Developer
10050,Male,61,51,79,5,64,4,Kansas,Call Center Representative
10051,Male,76,71,84,5,132,3,Texas,Retail Trainee
10052,Male,66,76,72,3,165,2,Tennessee,Ambulatory Nurse
10053,Male,76,87,10,2,108,9,Ohio,Front Desk Coordinator
10054,Male,22,46,49,6,175,6,Arizona,Systems Administrator
10055,Male,37,69,8,4,129,3,New York,Physician
10056,Male,66,110,79,3,80,4,Iowa,Global Logistics Supervisor
10057,Male,33,71,50,4,175,7,Nevada,Loan Officer
10058,Male,72,114,46,4,155,6,Florida,Webmaster
10059,Male,49,82,37,5,161,3,Iowa,Web Developer
10060,Male,34,85,50,3,189,9,Florida,Budget Analyst
10061,Male,39,82,1,5,56,9,Texas,Cashier
10062,Male,74,108,14,2,68,8,Texas,Insurance Broker
10063,Male,41,104,27,6,184,4,Texas,Doctor
10064,Male,63,121,77,5,156,1,New York,Software Engineer
10065,Male,16,128,58,2,129,5,Illinois,Baker
10066,Male,75,42,80,2,115,6,Utah,Project Manager
10067,Male,56,42,72,5,172,1,Massachusetts,Chef Manager
10068,Male,34,67,4,6,131,4,Missouri,Healthcare Specialist
10069,Male,77,124,8,3,167,7,North Dakota,Assistant Buyer
10070,Male,67,78,84,2,76,9,Washington,Stockbroker
10071,Male,51,126,93,2,177,6,Oregon,Banker
10072,Male,49,123,59,3,148,7,North Carolina,Chef Manager
10073,Male,75,58,15,3,88,8,New Mexico,Food Technologist
10074,Male,28,61,13,6,173,1,Massachusetts,Bellman
10075,Male,55,46,17,3,134,8,Nebraska,Budget Analyst
10076,Male,74,110,84,6,136,3,Mississippi,Assistant Buyer
10077,Male,25,40,22,6,167,3,Louisiana,Insurance Broker
10078,Male,63,126,1,5,132,8,North Dakota,Loan Officer
10079,Male,16,119,60,3,152,4,Illinois,Web Developer
10080,Male,28,57,24,3,63,6,New York,Cash Manager
10081,Male,21,41,12,5,149,9,Louisiana,Designer
10082,Male,31,118,4,4,59,3,Indiana,Inspector
10083,Male,69,92,49,6,119,5,Kentucky,Software Engineer
10084,Male,73,108,51,3,92,9,Maryland,CNC Operator
10085,Male,55,55,80,4,96,3,Kansas,Operator
10086,Male,25,123,14,6,121,5,Michigan,Associate Professor
10087,Male,30,47,52,3,173,5,Delaware,Assistant Buyer
10088,Male,47,76,39,3,163,6,Texas,Dentist
10089,Male,36,118,34,6,172,9,Tennessee,Clerk
10090,Male,40,85,77,3,126,5,South Dakota,Webmaster
10091,Male,78,81,69,2,96,7,New York,Bookkeeper
10092,Male,61,81,64,2,171,4,Louisiana,Machine Operator
10093,Male,68,106,84,3,152,9,Tennessee,Project Manager
10094,Male,76,59,47,5,75,8,California,Designer
10095,Male,45,116,40,6,62,9,Florida,Treasurer
10096,Male,60,123,4,5,54,3,Texas,Health Educator
10097,Male,20,80,89,6,176,5,North Carolina,CNC Operator
10098,Male,28,93,23,3,110,9,Delaware,Loan Officer
10099,Male,23,113,51,5,137,1,Utah,Stockbroker
10100,Male,31,105,67,2,65,9,Nevada,Lecturer
10101,Male,73,117,91,4,189,1,New Jersey,Global Logistics Supervisor
10102,Male,72,98,17,5,86,3,Hawaii,Cash Manager
10103,Male,31,50,29,6,160,5,Nevada,Business Broker
10104,Male,19,105,83,5,176,3,Florida,Pharmacist
10105,Male,36,81,54,5,56,6,Idaho,Dentist
10106,Male,19,94,36,2,100,7,Idaho,Pharmacist
10107,Male,27,91,50,6,186,2,Louisiana,Mobile Developer
10108,Male,40,118,61,5,126,7,Texas,Software Engineer
10109,Male,71,114,21,3,104,4,New Hampshire,Executive Director
10110,Male,58,110,34,2,99,7,Massachusetts,Insurance Broker
10112,Male,26,120,19,4,145,4,New Hampshire,Designer
10113,Male,66,44,25,4,97,6,New York,Budget Analyst
10114,Male,67,114,1,6,109,8,New York,Design Engineer
10115,Male,44,98,5,5,187,7,West Virginia,Paramedic
10116,Male,38,109,31,2,62,7,Maryland,Global Logistics Supervisor
10117,Male,57,75,33,6,157,3,Nevada,Web Developer
10119,Male,78,96,13,3,113,1,New York,Paramedic
10120,Male,20,107,75,2,127,1,Delaware,Retail Trainee
10121,Male,70,73,75,4,70,3,New York,Steward
10122,Male,56,55,13,6,174,1,Iowa,Food Technologist
10124,Male,66,114,59,6,148,6,Florida,Budget Analyst
10125,Male,49,75,80,6,63,8,Tennessee,Treasurer
10126,Male,62,66,78,3,167,8,Minnesota,IT Support Staff
10127,Male,20,56,38,6,72,8,Texas,Designer
10128,Male,25,105,73,3,78,4,Kansas,Cashier
10129,Male,44,77,14,2,95,5,Texas,Health Educator
10130,Male,45,73,69,2,59,3,Connecticut,Service Supervisor
10131,Male,32,78,49,6,104,9,Michigan,Mobile Developer
10132,Male,57,112,18,6,134,6,North Dakota,Associate Professor
10133,Male,66,52,6,4,167,7,Texas,Production Painter
10134,Male,38,66,47,6,138,9,Hawaii,Cashier
10135,Male,74,79,39,5,79,6,Utah,Systems Administrator
10136,Male,31,110,18,2,116,1,New York,Steward
10137,Male,77,124,31,2,66,3,Texas,Web Developer
10138,Male,60,108,44,3,155,4,Maryland,Ambulatory Nurse
10139,Male,49,56,4,5,140,6,California,Front Desk Coordinator
10140,Male,53,114,30,2,100,9,Minnesota,Healthcare Specialist
10143,Male,27,126,63,5,53,8,Florida,Cashier
10144,Male,28,82,79,3,169,5,Texas,Dentist
10145,Male,30,63,91,3,83,6,Ohio,Staffing Consultant
10146,Male,20,92,74,2,145,4,New Hampshire,Machine Operator
10148,Male,78,115,44,3,96,8,North Carolina,Healthcare Specialist
10149,Male,72,127,24,3,150,6,South Carolina,Stockbroker
10151,Male,41,79,50,4,136,3,California,IT Support Staff
10152,Male,39,43,18,4,184,1,Maryland,Physician
10153,Male,22,69,77,4,111,9,Kentucky,Investment  Advisor
10154,Male,43,95,77,2,57,4,New Mexico,Bookkeeper
10155,Male,44,58,12,6,66,1,Nebraska,Lecturer
10156,Male,43,127,43,2,95,1,Colorado,Project Manager
10157,Male,46,118,29,4,101,7,Arizona,Dentist
10158,Male,53,129,67,4,175,8,Washington,Loan Officer
10159,Male,24,48,2,2,144,5,Kansas,Assistant Buyer
10160,Male,64,72,67,2,189,6,Massachusetts,Mobile Developer
10161,Male,65,107,11,5,126,4,Arizona,Project Manager
10162,Male,66,105,62,5,120,4,Alabama,Cash Manager
10163,Male,50,89,26,4,158,2,Iowa,Clerk
10164,Male,73,100,37,2,132,4,Connecticut,Cashier
10165,Male,28,48,46,3,79,1,Texas,Bellman
10166,Male,60,97,61,5,164,2,New York,Biologist
10167,Male,25,99,60,6,127,2,Pennsylvania,Call Center Representative
10168,Male,35,88,76,5,147,4,California,Loan Officer
10169,Male,44,60,90,5,137,3,Oregon,Global Logistics Supervisor
10170,Male,72,73,35,2,62,5,New York,Lecturer
10171,Male,58,44,87,4,97,2,Florida,Inspector
10172,Male,24,88,33,2,174,9,Kentucky,Service Supervisor
10173,Male,20,93,42,5,82,9,Kansas,Software Engineer
10174,Male,72,81,13,3,60,4,Pennsylvania,Chef Manager
10175,Male,41,43,75,5,85,4,North Dakota,Designer
10176,Male,65,96,31,4,54,1,Colorado,Web Developer
10177,Male,75,53,34,5,123,6,Indiana,Fabricator
10178,Male,50,64,41,5,175,9,Nebraska,Software Engineer
10180,Male,60,49,13,2,124,2,Kentucky,HR Specialist
10181,Male,73,122,4,5,139,5,Utah,Cook
10182,Male,30,129,66,4,131,9,Maryland,Loan Officer
10183,Male,45,110,90,2,165,4,New York,Chef Manager
10184,Male,31,111,37,6,186,9,North Carolina,Executive Director
10185,Male,18,95,3,2,157,7,Florida,Assistant Buyer
10186,Male,43,111,61,2,70,1,Ohio,Auditor
10187,Male,34,110,26,6,161,4,West Virginia,Treasurer
10188,Male,75,43,14,4,83,8,Maryland,Treasurer
10189,Male,74,79,93,5,86,4,New York,Baker
10190,Male,75,43,75,4,138,3,New Hampshire,Steward
10191,Male,23,97,26,5,143,4,Colorado,Web Developer
10192,Male,37,49,51,5,96,8,Mississippi,Production Painter
10193,Male,32,56,5,4,150,8,Iowa,Production Painter
10194,Male,45,99,44,2,189,3,Kansas,Retail Trainee
10195,Male,65,127,57,4,125,8,Michigan,HR Specialist
10196,Male,43,107,40,6,63,9,West Virginia,Executive Director
10198,Male,55,90,57,5,129,3,West Virginia,Production Painter
10199,Male,34,62,37,2,126,7,Virginia,IT Support Staff
10200,Male,57,82,15,2,171,7,Texas,Treasurer
10203,Male,41,56,54,5,107,2,Indiana,Health Educator
10204,Male,60,111,94,2,165,3,California,Doctor
10205,Male,49,91,3,2,166,6,Florida,HR Specialist
10206,Male,20,55,53,4,116,8,Florida,Cook
10207,Male,42,106,72,5,64,5,Texas,Staffing Consultant
10208,Male,58,77,49,4,137,8,Utah,Chef Manager
10209,Male,33,74,69,5,155,5,Virginia,Mobile Developer
10210,Male,66,88,43,6,88,7,Nebraska,Health Educator
10211,Male,55,68,66,4,112,6,South Carolina,Food Technologist
10213,Male,29,79,76,3,115,1,North Carolina,Assistant Buyer
10214,Male,78,110,36,4,69,9,South Carolina,Cashier
10215,Male,65,60,67,2,90,7,Nevada,IT Support Staff
10216,Male,63,116,51,4,73,2,Michigan,Accountant
10217,Male,55,128,65,6,144,8,South Dakota,Restaurant Manager
10218,Male,34,102,59,5,166,9,Texas,Insurance Broker
10219,Male,28,86,64,2,64,2,Virginia,Banker
10220,Male,40,71,33,2,119,8,Texas,Machine Operator
10221,Male,22,107,55,3,184,1,Washington,Systems Administrator
10222,Male,42,109,24,3,71,1,Texas,Biologist
10223,Male,55,104,77,6,112,9,New Hampshire,Production Painter
10225,Male,72,79,31,2,126,6,Minnesota,Dentist
10226,Male,46,125,77,6,160,4,Massachusetts,Software Engineer
10227,Male,58,95,50,4,169,4,Illinois,Clerk
10228,Male,24,117,51,6,142,2,New York,Electrician
10229,Male,64,63,69,6,128,4,Utah,Clerk
10230,Male,46,63,63,2,103,3,Hawaii,Global Logistics Supervisor
10231,Male,30,89,39,2,88,6,New York,Inspector
10232,Male,76,60,27,6,91,4,Nevada,Software Engineer
10233,Male,26,111,64,4,82,8,Kansas,Staffing Consultant
10234,Male,29,98,38,3,136,2,New York,Budget Analyst
10235,Male,16,59,39,3,89,2,Texas,Machine Operator
10236,Male,38,60,68,6,188,4,New York,CNC Operator
10237,Male,42,121,45,5,109,3,Alabama,Pharmacist
10238,Male,46,68,7,2,111,9,Illinois,Health Educator
10239,Male,67,79,71,4,58,9,Massachusetts,Mobile Developer
10240,Male,35,122,57,2,121,1,Louisiana,Call Center Representative
10241,Male,36,126,37,5,124,1,Utah,Biologist
10242,Male,17,80,77,6,136,9,New York,Food Technologist
10243,Male,37,66,77,2,160,6,Texas,HR Coordinator
10244,Male,23,106,54,2,146,8,California,Dentist
10245,Male,62,66,13,2,75,8,Missouri,Electrician
10246,Male,74,111,87,3,138,1,California,Associate Professor
10247,Male,32,65,3,2,184,3,Nevada,Biologist
10248,Male,70,43,3,5,154,1,Kansas,Software Engineer
10249,Male,44,41,31,2,110,3,Nebraska,Web Developer
10250,Male,60,114,20,6,161,4,Texas,Pharmacist
10251,Male,73,81,40,6,145,8,Maryland,Associate Professor
10252,Male,66,81,25,6,123,2,North Carolina,Food Technologist
10253,Male,43,102,6,4,59,1,New York,Bellman
10254,Male,60,47,44,2,57,9,Colorado,Cook
10255,Male,50,91,54,6,172,2,Idaho,Healthcare Specialist
10256,Male,42,65,39,4,114,2,Indiana,Service Supervisor
10257,Male,76,105,33,3,179,7,Texas,Designer
10258,Male,49,80,60,2,65,8,California,Laboratory Technician
10259,Male,44,92,52,3,176,4,Kentucky,Auditor
10260,Male,48,110,72,5,139,8,Virginia,Healthcare Specialist
10261,Male,28,72,38,6,62,9,New Jersey,Design Engineer
10262,Male,19,65,16,6,78,4,Utah,Dentist
10263,Male,75,44,52,2,57,7,South Carolina,Loan Officer
10264,Male,53,117,10,4,139,1,Utah,Biologist
10265,Male,59,70,44,2,159,2,Tennessee,Operator
10266,Male,53,51,83,4,86,1,Florida,Front Desk Coordinator
10267,Male,31,107,87,2,53,2,Utah,Electrician
10268,Male,24,89,82,4,168,6,Tennessee,Cook
10269,Male,22,117,39,2,149,4,North Carolina,Biologist
10270,Male,29,116,71,6,150,9,New Mexico,Cashier
10271,Male,78,126,53,3,72,1,Texas,Chef Manager
10272,Male,44,64,9,2,83,4,Pennsylvania,Bookkeeper
10273,Male,27,91,41,5,179,3,Mississippi,Food Technologist
10274,Male,24,66,50,5,169,2,Texas,Project Manager
10275,Male,23,89,93,4,62,9,Maryland,Machine Operator
10276,Male,53,99,81,4,108,4,Georgia,Treasurer
10277,Male,29,65,65,5,126,2,Louisiana,Chef Manager
10278,Male,19,64,74,5,117,6,West Virginia,Service Supervisor
10279,Male,49,44,34,3,94,5,Florida,Business Broker
10280,Male,55,83,56,2,117,8,New York,Investment  Advisor
10281,Male,23,66,51,4,90,3,Nevada,Steward
10282,Male,65,98,12,4,98,1,Ohio,Cash Manager
10283,Male,57,98,16,5,114,5,South Carolina,Call Center Representative
10284,Male,61,69,79,5,178,2,Idaho,Systems Administrator
10285,Male,50,71,17,4,146,9,Illinois,Designer
10286,Male,68,92,78,6,91,4,New York,Stockbroker
10287,Male,52,59,75,3,62,4,Nebraska,Ambulatory Nurse
10288,Male,50,51,16,4,127,3,New York,Assistant Buyer
10289,Male,26,86,80,6,169,2,Georgia,HR Coordinator
10290,Male,17,105,64,3,114,3,Texas,Loan Officer
10291,Male,23,129,63,5,165,6,Indiana,Chef Manager
10292,Male,75,78,75,5,130,1,New York,Service Supervisor
10293,Male,72,123,89,2,69,8,New York,Bookkeeper
10294,Male,59,89,31,5,104,2,New York,Web Developer
10295,Male,59,44,48,4,124,6,Massachusetts,Dentist
10296,Male,71,103,49,4,103,2,Oregon,Biologist
10297,Male,25,96,45,2,96,4,Minnesota,Project Manager
10298,Male,25,56,71,3,88,8,Indiana,Webmaster
10299,Male,70,75,91,4,104,9,North Dakota,HR Coordinator
10300,Male,23,59,63,2,57,1,Tennessee,Baker
10301,Male,43,121,79,4,90,6,Ohio,Cashier
10302,Male,64,86,12,6,72,7,New Jersey,Banker
10303,Male,35,56,62,2,91,9,Idaho,Software Engineer
10305,Male,78,107,70,5,111,6,Minnesota,Executive Director
10306,Male,37,99,59,5,170,2,Virginia,Treasurer
10307,Male,21,64,13,6,111,7,Minnesota,Bookkeeper
10308,Male,24,49,67,2,103,5,New York,Service Supervisor
10309,Male,63,117,68,6,174,5,Indiana,Software Engineer
10310,Male,60,109,39,6,140,7,Tennessee,Treasurer
10311,Male,44,68,78,5,76,2,Ohio,Lecturer
10312,Male,61,73,19,4,139,2,Texas,Healthcare Specialist
10313,Male,33,79,28,6,119,4,Kentucky,Operator
10314,Male,73,100,46,6,87,4,Oregon,Inspector
10315,Male,47,114,28,2,76,3,Texas,Food Technologist
10316,Male,21,68,72,4,112,9,North Dakota,Service Supervisor
10317,Male,44,47,20,5,108,1,Nevada,Cashier
10318,Male,27,95,56,3,113,5,New York,Laboratory Technician
10319,Male,64,106,59,6,135,5,Hawaii,Dentist
10320,Male,37,51,67,6,83,4,Tennessee,Production Painter
10321,Male,39,60,78,6,85,5,Maryland,Ambulatory Nurse
10322,Male,66,124,8,2,60,7,New York,Associate Professor
10323,Male,22,114,82,6,175,1,Hawaii,Machine Operator
10324,Male,67,89,35,5,164,5,Hawaii,Biologist
10325,Male,65,85,10,4,116,4,California,Call Center Representative
10326,Male,70,71,50,6,56,5,New York,Banker
10328,Male,65,118,50,6,61,6,Kentucky,Health Educator
10329,Male,72,62,88,5,79,4,Oregon,IT Support Staff
10330,Male,21,129,50,4,138,7,Arizona,Retail Trainee
10331,Male,67,98,37,3,154,9,Florida,Lecturer
10332,Male,66,129,49,4,99,3,Missouri,Software Engineer
10333,Male,27,46,77,6,117,8,Pennsylvania,Pharmacist
10334,Male,36,85,11,2,147,3,New York,Executive Director
10335,Male,52,77,59,2,117,1,Florida,Loan Officer
10336,Male,55,91,48,4,58,7,Florida,Chef Manager
10337,Male,55,111,28,4,69,3,New York,Design Engineer
10338,Male,37,74,75,4,72,7,New York,Call Center Representative
10339,Male,36,75,87,6,148,7,Connecticut,Mobile Developer
10340,Male,39,79,88,6,132,8,California,Business Broker
10341,Male,28,48,3,2,60,2,Mississippi,Bellman
10342,Male,27,55,88,3,139,2,New York,Ambulatory Nurse
10343,Male,31,67,19,6,152,8,New York,Paramedic
10344,Male,52,72,57,3,75,2,Illinois,HR Coordinator
10345,Male,74,129,13,6,166,2,Georgia,Mobile Developer
10346,Male,71,108,28,5,183,8,Massachusetts,Fabricator
10347,Male,61,122,13,2,152,8,West Virginia,Call Center Representative
10349,Male,36,125,57,4,118,8,Missouri,CNC Operator
10350,Male,30,59,56,5,158,1,Alabama,Dentist
10351,Male,50,120,32,6,129,8,Washington,CNC Operator
10352,Male,57,90,7,5,171,7,Delaware,Production Painter
10353,Male,58,96,28,6,81,5,New York,HR Coordinator
